id	path	line	end	name	signature	kind	va	body_sha256	status	casts	unions	gotos	address	owner	outside	varargs	reuse	stack	bounds	note
src/SOURCE/ADVMGR.cpp:advManager::CheckHandleNet(void)#1	src/SOURCE/ADVMGR.cpp	8934	9001	advManager::CheckHandleNet	(void)	cpp	0x00412e8c	dee86928b74d26ebc92f8e89dcbe6bcfd355138cd2427c8c77ab476e6bbe8e26	reviewed	open	applied	absent	absent	absent	absent	absent	absent	retain	open	C17/U09/U14 recover shared RemoteSaveInitialization16 and the actual247-byte AdventureRemotePayload; tagged save16/exit7/chat/map-change44 views all have real consumers. Boundary reinterpretations remain meaningful. Complete501-byte ordinary retail check and all98 native objects pass. B41 payload lengths/termination, sender mapping and peek/dequeue lifecycle are still unchecked. The save-exit path initializes six SPlayerExit input fields; continueGame is deliberately not initialized here and ReceiveRemotePlayerExit overwrites it before read/transmit on the eliminated branch. No fake stack aggregate or manual varargs. U09-U14.md records shared types, real extents and remaining contracts.
src/SOURCE/ADVMGR.cpp:advManager::CheckHandleNetPlayerWait(struct tag_message & message,i32 doMain)#1	src/SOURCE/ADVMGR.cpp	9005	9031	advManager::CheckHandleNetPlayerWait	(struct tag_message & message,i32 doMain)	cpp	0x00413081	fa4ee46939d67106ddc7be5a0cbf3dba8ebd6b989eb9dd8f1eb2a8926ccb3c55	reviewed	absent	retain	absent	absent	absent	absent	absent	absent	absent	open	Actual mouse/widget/executive event transitions; control-key exit writes executive command after changing type and forwards preserved payload. No fake aggregate/goto/manual varargs. B41/B43 asynchronous network/player/window state belongs to CheckDoMain/UpdBottomView, not proven by callback.
src/SOURCE/ADVMGR.cpp:advManager::TrimLoopingSounds(i32 maxSamples)#1	src/SOURCE/ADVMGR.cpp	9034	9083	advManager::TrimLoopingSounds	(i32 maxSamples)	cpp	0x0041311c	53a9b3356849b3e7dc7516631ba75d6648341672ec0cb3688aec4ce3f4266aee	reviewed	absent	absent	open	absent	absent	absent	absent	absent	retain	retain	G36 disposeSamples join exits selected-retention scan. Actual28-byte keep array fully cleared; four active IDs range-checked0..27 before marking, all later scans0..27. Counts in keep stay<=4, loaded bounded28. maxSamples capacity policy and possible extreme arithmetic are not extra object extents; no fake owner or varargs.
src/SOURCE/ADVMGR.cpp:advManager::DisableButtons(void)#1	src/SOURCE/ADVMGR.cpp	9086	9092	advManager::DisableButtons	(void)	cpp	0x004132d4	91a821741b66164095504e764e6eca10b7177aaac03171ffa2bba59ef71e6c2f	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Actual initialized widget message with fixed six button IDs and disable payload; active manager guard. Shared protocol view meaningful; no dynamic index, byte buffer, goto, manual varargs or artificial aggregate.
src/SOURCE/ADVMGR.cpp:advManager::EnableButtons(void)#1	src/SOURCE/ADVMGR.cpp	9095	9101	advManager::EnableButtons	(void)	cpp	0x0041339c	55297e3c63cca2d047f62857c238c4172e020408782d30cb1e7f339665c240ae	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Actual initialized widget message with fixed six button IDs and enable payload; active manager guard. No dynamic array index or other debt pattern; event union and message record retained.
src/SOURCE/ADVMGR.cpp:advManager::SaveAdventureBorder(void)#1	src/SOURCE/ADVMGR.cpp	9104	9130	advManager::SaveAdventureBorder	(void)	cpp	0x00413464	680e9d69e2f085617a9b92f13cac4896fffa0759c8ac262c06581c3e26911906	reviewed	retain	absent	absent	absent	absent	retain	absent	absent	absent	retain	Real0x7400-byte border allocation and cursor. Two16-row480-byte edges plus448 middle rows of32 bytes use exactly29696 bytes. Screen rows0..479 fit640x480; final saved/screen cursors are exactly one-past, not outside their objects. void* allocator-to-u8* cast is real boundary; no fake stack record.
src/SOURCE/ADVMGR.cpp:advManager::DrawAdventureBorder(void)#1	src/SOURCE/ADVMGR.cpp	9133	9164	advManager::DrawAdventureBorder	(void)	cpp	0x004135a6	900105c20c244fe64a5044c64ed07150f65ee3bf3769388b749e830024020d17	reviewed	absent	absent	absent	absent	absent	retain	absent	absent	absent	retain	Reverses exact border packing:32*480+448*32=29696 bytes within0x7400 owner, with middle side offsets0/464 in480-wide view and640 screen pitch. Final cursors one-past valid; null/no-border guards. No cast, union, stack aggregate or manual varargs.
src/SOURCE/ADVMGR.cpp:advManager::FindAdjacentMonster(i32 originX,i32 originY,i32 * monsterX,i32 * monsterY,i32 excludedX,i32 excludedY)#1	src/SOURCE/ADVMGR.cpp	9167	9247	advManager::FindAdjacentMonster	(i32 originX,i32 originY,i32 * monsterX,i32 * monsterY,i32 excludedX,i32 excludedY)	cpp	0x004136da	d1676d311d3b2ddd5ae717aa41a7b9a00d561db0ac390f02df3e8feebe18cc4c	reviewed	absent	absent	open	absent	absent	absent	absent	absent	absent	open	G37 foundAdjacentMonster shared output tail. Real file-static scan coordinates, not padded stack state. For valid origin0..width-1/height-1, separate interior/edge cases bound all direct fullMap neighbors; invalid outside origin is not globally clamped (B43). Exclusion and north-side object tests meaningful; output pointers require callers.
src/SOURCE/ADVMGR.cpp:ComputeAdvNetControl(void)#1	src/SOURCE/ADVMGR.cpp	9250	9278	ComputeAdvNetControl	(void)	cpp	0x00413a54	103187fc0000506013688534a5875738de1014d4646d9f86fd952b09c52679f8	reviewed	absent	absent	absent	absent	absent	open	absent	absent	open	open	S30 myPlayer unread. B48 full249 bytes/sites/ordered targets match retail: dead-current-player first while never advances candidate, so fails to terminate unless immediate successor is alive human. Second loop skips immediate successor before testing and may retain selected=-1 then index gbThisNetHumanPlayer[-1]. Both are retained observed behavior, not speculative reconstruction fixes; current-player domain remains B43.
src/SOURCE/ADVMGR.cpp:MapExtraPosAndAdjacentsSet(i32 x,i32 y,u8 mask)#1	src/SOURCE/ADVMGR.cpp	9281	9299	MapExtraPosAndAdjacentsSet	(i32 x,i32 y,u8 mask)	cpp	0x00413b4d	dc65e9e5138381740e9adab143dd11f4b3e16ab5c44de0e400c5d12b8d95a651	reviewed	absent	absent	absent	absent	absent	open	absent	absent	absent	open	B43 first MAP_EXTRA_AT_WFIRST(x,y) occurs before any coordinate guard. Later3x3 neighborhood separately rejects invalid x/y and is safe; that does not protect initial raw access. GetMoveShowIt/TeleportTo callers must prove both current/destination coordinates. No cast, union, fake aggregate, goto or varargs.
src/SOURCE/ADVMGR.cpp:advManager::ViewPuzzle(void)#1	src/SOURCE/ADVMGR.cpp	9302	9418	advManager::ViewPuzzle	(void)	cpp	0x00413c27	af1be5a3531629c27f935b558a16199e5d06db2dd77de1d05df0c66bc8edfafd	reviewed	absent	absent	absent	absent	absent	retain	absent	absent	open	open	Actual48-entry permutation contains each0..47 once; piece mask/order loops fit48 and palette byte index fits256. Screen tan transform uses actual within-screen rectangle, end pointers remain inside owner. S30 initial xOff/yOff zero stores overwritten. B43 current player/artifact coordinates, puzzle resource frames and metadata remain; no artificial aggregate or goto.
src/SOURCE/ADVMGR.cpp:advManager::PuzzleDraw(i32 left,i32 top,i32 right,i32 bottom)#1	src/SOURCE/ADVMGR.cpp	9421	9439	advManager::PuzzleDraw	(i32 left,i32 top,i32 right,i32 bottom)	cpp	0x004140fa	58c16bde446d5c5ca4896d59ded4014fe08c912c791f976406559f86315d38a0	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: S30 six unread puzzle locals; real draw-mode toggling and route icon entry. Clip flag/explicit480x480 region confines output even for translated marker coordinates; no fake byte array, owner recovery, casts or manual varargs.
src/SOURCE/ADVMGR.cpp:advManager::AdvPanel(void)#1	src/SOURCE/ADVMGR.cpp	9442	9522	advManager::AdvPanel	(void)	cpp	0x00414173	0dfada75867f88e76c1f217d354030aeb338c2ed4ec9fb2a4cdeec51eb3d8c29	reviewed	absent	retain	absent	absent	absent	absent	absent	absent	retain	open	Actual heroWasMobilized restoration scalar and widget message, explicit panel command dispatch. Disabled search control when no hero does not independently prove callback cannot request it; B43 ProcessSearch/current-state contract remains. No goto, fake aggregate, local text buffer or manual varargs.
src/SOURCE/ADVMGR.cpp:APanelHandler(tag_message & message)#1	src/SOURCE/ADVMGR.cpp	9525	9576	APanelHandler	(tag_message & message)	cpp	0x00414417	274e73f17776c971657c10e037b3b14b633dc98a0c0177a0122fefe3e4a645db	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: Five explicit help mappings bound gAPanelHelp[5]; sentinel rejects unknown IDs. Real widget-to-dialog transition preserves selected ID before writing close command. No manual varargs, cast, local buffer, artificial owner or unrelated reuse.
src/SOURCE/ADVMGR.cpp:advManager::ControlPanel(void)#1	src/SOURCE/ADVMGR.cpp	9579	9638	advManager::ControlPanel	(void)	cpp	0x00414562	4d0b084e8b1d80fda96dbefafffc49e5ebedfbd297c8709dc6587059eca04117	reviewed	absent	retain	absent	absent	absent	absent	absent	absent	retain	retain	Real initialized widget message for remote-mode disables, selectedCommand enum-like scalar and saved mobilization flag. Explicit restart/new/menu values only publish gGameCommand; SaveGame delegated. No artificial aggregate, cast/goto, byte arithmetic or local unresolved extent.
src/SOURCE/ADVMGR.cpp:CPanelHandler(tag_message & message)#1	src/SOURCE/ADVMGR.cpp	9641	9721	CPanelHandler	(tag_message & message)	cpp	0x00414747	79012531dfe42b4add0bc4a7a7f735ff2362a17e32c1c1d08818a8ecc944a174	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: G38 confirm_reset shared confirmation tail. Real question[200]; actual three retail literal extents67/72/31 includingNUL prove fit. Five explicit help indices fit gCPanelHelp[5]. Full633 bytes, all sites and ordered targets independently exact in b45-controlpanel-retail.log. Real widget event transition, no manual argument-slot reads.
src/SOURCE/ADVMGR.cpp:advManager::SystemOptions(void)#1	src/SOURCE/ADVMGR.cpp	9724	9771	advManager::SystemOptions	(void)	cpp	0x004149c0	51a1bd6caf356682926b622b48136e17d8e035cbae65e0b2bf4a595f63a4bd6f	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	open	retain	O04 uses human array element for snapshot/refresh. S29 unused tag_message aggregate is a cleanup candidate; real prev speed/interface/mobile snapshots are observed restoration state. Cursor-sample loop fits nine entries.
src/SOURCE/ADVMGR.cpp:UpdateSystemOptions(i32 initialDraw)#1	src/SOURCE/ADVMGR.cpp	9774	9871	UpdateSystemOptions	(i32 initialDraw)	cpp	0x00414b62	21968059c80bbb278dc86af323e63c2983e60bf426d2412bc3b23caf852f7c07	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: O04 both speed indices recovered. U01 message scalar frame payload becomes text payload per command; legitimate reuse. onOffText really has11 entries (volume0..10), walkSpeedText5 and musicQualityText3; B43 malformed prefs/interface/color indices remain. C20 scalar bool-to-i32 casts need native proof before removal.
src/SOURCE/ADVMGR.cpp:RedbookMusicPresent(void)#1	src/SOURCE/ADVMGR.cpp	9876	9878	RedbookMusicPresent	(void)	cpp		6a32c1778cdcdbb7ffff5a015e3b5de0328a9e6efc54c620885416ba3d8f8f72	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Constant-true inline availability helper reflects removed CD readiness state; no artificial padding/state declaration and no instance of the ten patterns.
src/SOURCE/ADVMGR.cpp:MidiMusicPresent(void)#1	src/SOURCE/ADVMGR.cpp	9880	9882	MidiMusicPresent	(void)	cpp		dfac6fdf2d8efd69eebc7566efb22f6cf1e53b253f8d1503fe9735f3b1e58c66	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Constant-true inline availability helper reflects the always-present music backend; no manual argument access or stack owner.
src/SOURCE/ADVMGR.cpp:SystemOptionsHandler(struct tag_message & message)#1	src/SOURCE/ADVMGR.cpp	9885	10084	SystemOptionsHandler	(struct tag_message & message)	cpp	0x00414e82	2071aad61ff2b1d24939dead5e430400862ebd1caa16d40fe9bf3bf73639f233	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: O04 speed updates use shared two-element array; human wraps modulo5, computer advances normal..instant or blackout. U01 widget payload is interpreted under message/command guards. Real availability/status bools retained. C20 explicit scalar conversions/materialization need native matrix; B43 stored preference domains remain.
src/SOURCE/ADVMGR.cpp:GetMobilityFrame(i32 mobility)#1	src/SOURCE/ADVMGR.cpp	10087	10100	GetMobilityFrame	(i32 mobility)	cpp	0x004153f7	118004e4fbffc5256bf2d864b3115cdcb49566c8fbd387066ce141397185c326	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Scalar frame scales/clamps mobility; no buffer access or unrelated reuse. Input multiplication can overflow for unrestricted i32, so hero-stat caller domain remains B43 rather than an invented larger owner.
src/SOURCE/ADVMGR.cpp:GetManaFrame(i32 mana)#1	src/SOURCE/ADVMGR.cpp	10103	10116	GetManaFrame	(i32 mana)	cpp	0x00415450	dd285b5fd03f835edecac9daa189f7494b872c20c84c33f239cac56fa73baf64	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Scalar frame derives from mana and clamps only upper thresholds; negative input stays negative. No direct buffer access, but eventual frame caller must establish nonnegative mana (B43).
src/SOURCE/ADVMGR.cpp:advManager::DoVisions(hero * visionHero)#1	src/SOURCE/ADVMGR.cpp	10119	10260	advManager::DoVisions	(hero * visionHero)	cpp	0x004154ac	fbe134cddbfb3d66b3dead5144dcac9029415d08d0587ea3b6d6e06e40b74338	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	pending	STALE: G39 showVision/flee/fight joins need structured-source alternatives. Real msg[200]; genuine formats with worst-case i32 substitutions and66 plural names prove local/combined gText768 capacity (check-advm-bounds.py). Actual floating ratio casts and sprite-byte-toCreatureType decode retained. B43 monster type/count/fight denominator, owner and skill contracts remain; GetCell clamps radius-edge lookups but may select synthetic off-map position matching cell0,0.
src/SOURCE/ADVMGR.cpp:advManager::IsCrystalBallInEffect(i32 x,i32 y,i32 radius)#1	src/SOURCE/ADVMGR.cpp	10263	10282	advManager::IsCrystalBallInEffect	(i32 x,i32 y,i32 radius)	cpp	0x004158e9	0cdee59141e7c9e0d46f5a14c8a6af9cd272be258d8426aa60c731029aeb3b95	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	open	Real Euclidean distance: integer squares, double sqrt and truncated i32 result. Valid map coordinates0..143 bound sum<=40898, safely representable; generic x/y outside map need B43 numeric contract. Player count/hero ID/artifact ownership also required; no stack aggregate, goto, union or manual varargs.
src/SOURCE/ADVMGR.cpp:StopOnTrigger(class mapCell * cell)#1	src/SOURCE/ADVMGR.cpp	10285	10299	StopOnTrigger	(class mapCell * cell)	cpp	0x004159ab	200af6bdba196aed35229c4d97c107958ec43875b1c757757710d6170b8d7203	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	open	Masks trigger to7-bit domain before bStopOnTrigger lookup; actual table has124 entries, so malformed values124..127 remain B43 OOB inputs. Expansion-object case uses masked special metadata switch without table access. No explicit casts, fake owner, stack aggregate or varargs.
