source_file	source_enum	source_line	starting_members	retained_members	reused_or_moved_members	reason	members
include/SOURCE/KB_TYPES.h	HighScoreType	19	3	3	0	View modes, score-file kinds, portrait IDs, resources, directions and coordinate axes are distinct. Remove redundant no-resource spelling; retain explicit domain bounds.	"[{""name"":""HIGH_SCORE_CAMPAIGN"",""retail"":0,""strict"":0},{""name"":""HIGH_SCORE_STANDARD"",""retail"":1,""strict"":1},{""name"":""HIGH_SCORE_EXPANSION_CAMPAIGN"",""retail"":2,""strict"":2}]"
include/SOURCE/KB_TYPES.h	HeroPortrait	25	12	12	0	View modes, score-file kinds, portrait IDs, resources, directions and coordinate axes are distinct. Remove redundant no-resource spelling; retain explicit domain bounds.	"[{""name"":""CAMPAIGN_HERO_ROLAND"",""retail"":54,""strict"":54},{""name"":""CAMPAIGN_HERO_CORLAGON"",""retail"":55,""strict"":55},{""name"":""CAMPAIGN_HERO_ELIZA"",""retail"":56,""strict"":56},{""name"":""CAMPAIGN_HERO_ARCHIBALD"",""retail"":57,""strict"":57},{""name"":""CAMPAIGN_HERO_HALTON"",""retail"":58,""strict"":58},{""name"":""CAMPAIGN_HERO_BRAX"",""retail"":59,""strict"":59},{""name"":""HERO_DAINWIN"",""retail"":61,""strict"":61},{""name"":""EXPANSION_HERO_IVAN_PORTRAIT"",""retail"":63,""strict"":63},{""name"":""EXPANSION_HERO_JOSEPH_PORTRAIT"",""retail"":64,""strict"":64},{""name"":""HERO_GALLAVANT"",""retail"":65,""strict"":65},{""name"":""HERO_CEALLACH"",""retail"":67,""strict"":67},{""name"":""HERO_CAPTAIN_PORTRAIT_FIRST"",""retail"":90,""strict"":90}]"
include/SOURCE/KB_TYPES.h	ResourceType	40	11	10	1	View modes, score-file kinds, portrait IDs, resources, directions and coordinate axes are distinct. Remove redundant no-resource spelling; retain explicit domain bounds.	"[{""name"":""RES_NONE"",""retail"":-1,""strict"":-1},{""name"":""RECRUIT_NO_RESOURCE"",""retail"":-1,""strict"":-1,""target"":{""file"":""include/SOURCE/KB_TYPES.h"",""enum"":""ResourceType"",""name"":""RES_NONE""},""reason"":""Same semantic enum member; contextual caller prefix adds no different meaning.""},{""name"":""RES_VALID_BEGIN"",""retail"":0,""strict"":0},{""name"":""RES_WOOD"",""retail"":0,""strict"":0},{""name"":""RES_MERCURY"",""retail"":1,""strict"":1},{""name"":""RES_ORE"",""retail"":2,""strict"":2},{""name"":""RES_SULFUR"",""retail"":3,""strict"":3},{""name"":""RES_CRYSTAL"",""retail"":4,""strict"":4},{""name"":""RES_GEMS"",""retail"":5,""strict"":5},{""name"":""RES_GOLD"",""retail"":6,""strict"":6},{""name"":""RES_COUNT"",""retail"":7,""strict"":7}]"
include/SOURCE/KB_TYPES.h	MapDirection	54	10	10	0	View modes, score-file kinds, portrait IDs, resources, directions and coordinate axes are distinct. Remove redundant no-resource spelling; retain explicit domain bounds.	"[{""name"":""MAP_DIRECTION_NONE"",""retail"":-1,""strict"":-1},{""name"":""MAP_DIRECTION_NORTH"",""retail"":0,""strict"":0},{""name"":""MAP_DIRECTION_NORTH_EAST"",""retail"":1,""strict"":1},{""name"":""MAP_DIRECTION_EAST"",""retail"":2,""strict"":2},{""name"":""MAP_DIRECTION_SOUTH_EAST"",""retail"":3,""strict"":3},{""name"":""MAP_DIRECTION_SOUTH"",""retail"":4,""strict"":4},{""name"":""MAP_DIRECTION_SOUTH_WEST"",""retail"":5,""strict"":5},{""name"":""MAP_DIRECTION_WEST"",""retail"":6,""strict"":6},{""name"":""MAP_DIRECTION_NORTH_WEST"",""retail"":7,""strict"":7},{""name"":""MAP_DIRECTION_COUNT"",""retail"":8,""strict"":8}]"
include/SOURCE/KB_TYPES.h	MapDirectionConstant	68	2	2	0	View modes, score-file kinds, portrait IDs, resources, directions and coordinate axes are distinct. Remove redundant no-resource spelling; retain explicit domain bounds.	"[{""name"":""MAP_DIRECTION_OPPOSITE_OFFSET"",""retail"":4,""strict"":4},{""name"":""MAP_DIRECTION_INDEX_MASK"",""retail"":7,""strict"":7}]"
include/SOURCE/KB_TYPES.h	CoordinateAxis	77	3	3	0	View modes, score-file kinds, portrait IDs, resources, directions and coordinate axes are distinct. Remove redundant no-resource spelling; retain explicit domain bounds.	"[{""name"":""COORDINATE_AXIS_X"",""retail"":0,""strict"":0},{""name"":""COORDINATE_AXIS_Y"",""retail"":1,""strict"":1},{""name"":""COORDINATE_AXIS_COUNT"",""retail"":2,""strict"":2}]"
include/SOURCE/KB_TYPES.h	MineType	83	9	9	0	Mine types extend resource-like values with lighthouse and lab locations; do not erase this location domain into ResourceType.	"[{""name"":""MINE_TYPE_WOOD"",""retail"":0,""strict"":0},{""name"":""MINE_TYPE_MERCURY"",""retail"":1,""strict"":1},{""name"":""MINE_TYPE_ORE"",""retail"":2,""strict"":2},{""name"":""MINE_TYPE_SULFUR"",""retail"":3,""strict"":3},{""name"":""MINE_TYPE_CRYSTAL"",""retail"":4,""strict"":4},{""name"":""MINE_TYPE_GEMS"",""retail"":5,""strict"":5},{""name"":""MINE_TYPE_GOLD"",""retail"":6,""strict"":6},{""name"":""MINE_TYPE_LIGHTHOUSE"",""retail"":100,""strict"":100},{""name"":""MINE_TYPE_ALCHEMIST_LAB"",""retail"":101,""strict"":101}]"
include/SOURCE/KB_TYPES.h	CreatureType	95	72	70	2	Creature IDs are canonical. Upgrade-from/to aliases name the same creatures; summoned-none zero is a contextual sentinel and valid-begin is an explicit range bound.	"[{""name"":""CREATURE_NONE"",""retail"":-1,""strict"":-1},{""name"":""CREATURE_VALID_BEGIN"",""retail"":0,""strict"":0},{""name"":""CREATURE_PEASANT"",""retail"":0,""strict"":0},{""name"":""CREATURE_SUMMONED_NONE"",""retail"":0,""strict"":0},{""name"":""CREATURE_ARCHER"",""retail"":1,""strict"":1},{""name"":""CREATURE_RANGER"",""retail"":2,""strict"":2},{""name"":""CREATURE_PIKEMAN"",""retail"":3,""strict"":3},{""name"":""CREATURE_VETERAN_PIKEMAN"",""retail"":4,""strict"":4},{""name"":""CREATURE_SWORDSMAN"",""retail"":5,""strict"":5},{""name"":""CREATURE_MASTER_SWORDSMAN"",""retail"":6,""strict"":6},{""name"":""CREATURE_CAVALRY"",""retail"":7,""strict"":7},{""name"":""AI_GENERIC_SITE_UPGRADE_FROM"",""retail"":7,""strict"":7,""target"":{""file"":""include/SOURCE/KB_TYPES.h"",""enum"":""CreatureType"",""name"":""CREATURE_CAVALRY""},""reason"":""Same semantic enum member; contextual caller prefix adds no different meaning.""},{""name"":""CREATURE_CHAMPION"",""retail"":8,""strict"":8},{""name"":""AI_GENERIC_SITE_UPGRADE_TO"",""retail"":8,""strict"":8,""target"":{""file"":""include/SOURCE/KB_TYPES.h"",""enum"":""CreatureType"",""name"":""CREATURE_CHAMPION""},""reason"":""Same semantic enum member; contextual caller prefix adds no different meaning.""},{""name"":""CREATURE_PALADIN"",""retail"":9,""strict"":9},{""name"":""CREATURE_CRUSADER"",""retail"":10,""strict"":10},{""name"":""CREATURE_GOBLIN"",""retail"":11,""strict"":11},{""name"":""CREATURE_ORC"",""retail"":12,""strict"":12},{""name"":""CREATURE_ORC_CHIEF"",""retail"":13,""strict"":13},{""name"":""CREATURE_WOLF"",""retail"":14,""strict"":14},{""name"":""CREATURE_OGRE"",""retail"":15,""strict"":15},{""name"":""CREATURE_OGRE_LORD"",""retail"":16,""strict"":16},{""name"":""CREATURE_TROLL"",""retail"":17,""strict"":17},{""name"":""CREATURE_WAR_TROLL"",""retail"":18,""strict"":18},{""name"":""CREATURE_CYCLOPS"",""retail"":19,""strict"":19},{""name"":""CREATURE_SPRITE"",""retail"":20,""strict"":20},{""name"":""CREATURE_DWARF"",""retail"":21,""strict"":21},{""name"":""CREATURE_BATTLE_DWARF"",""retail"":22,""strict"":22},{""name"":""CREATURE_ELF"",""retail"":23,""strict"":23},{""name"":""CREATURE_GRAND_ELF"",""retail"":24,""strict"":24},{""name"":""CREATURE_DRUID"",""retail"":25,""strict"":25},{""name"":""CREATURE_GREATER_DRUID"",""retail"":26,""strict"":26},{""name"":""CREATURE_UNICORN"",""retail"":27,""strict"":27},{""name"":""CREATURE_PHOENIX"",""retail"":28,""strict"":28},{""name"":""CREATURE_CENTAUR"",""retail"":29,""strict"":29},{""name"":""CREATURE_GARGOYLE"",""retail"":30,""strict"":30},{""name"":""CREATURE_GRIFFIN"",""retail"":31,""strict"":31},{""name"":""CREATURE_MINOTAUR"",""retail"":32,""strict"":32},{""name"":""CREATURE_MINOTAUR_KING"",""retail"":33,""strict"":33},{""name"":""CREATURE_HYDRA"",""retail"":34,""strict"":34},{""name"":""CREATURE_GREEN_DRAGON"",""retail"":35,""strict"":35},{""name"":""CREATURE_RED_DRAGON"",""retail"":36,""strict"":36},{""name"":""CREATURE_BLACK_DRAGON"",""retail"":37,""strict"":37},{""name"":""CREATURE_HALFLING"",""retail"":38,""strict"":38},{""name"":""CREATURE_BOAR"",""retail"":39,""strict"":39},{""name"":""CREATURE_IRON_GOLEM"",""retail"":40,""strict"":40},{""name"":""CREATURE_STEEL_GOLEM"",""retail"":41,""strict"":41},{""name"":""CREATURE_ROC"",""retail"":42,""strict"":42},{""name"":""CREATURE_MAGE"",""retail"":43,""strict"":43},{""name"":""CREATURE_ARCHMAGE"",""retail"":44,""strict"":44},{""name"":""CREATURE_GIANT"",""retail"":45,""strict"":45},{""name"":""CREATURE_TITAN"",""retail"":46,""strict"":46},{""name"":""CREATURE_SKELETON"",""retail"":47,""strict"":47},{""name"":""CREATURE_ZOMBIE"",""retail"":48,""strict"":48},{""name"":""CREATURE_MUTANT_ZOMBIE"",""retail"":49,""strict"":49},{""name"":""CREATURE_MUMMY"",""retail"":50,""strict"":50},{""name"":""CREATURE_ROYAL_MUMMY"",""retail"":51,""strict"":51},{""name"":""CREATURE_VAMPIRE"",""retail"":52,""strict"":52},{""name"":""CREATURE_VAMPIRE_LORD"",""retail"":53,""strict"":53},{""name"":""CREATURE_LICH"",""retail"":54,""strict"":54},{""name"":""CREATURE_POWER_LICH"",""retail"":55,""strict"":55},{""name"":""CREATURE_BONE_DRAGON"",""retail"":56,""strict"":56},{""name"":""CREATURE_ROGUE"",""retail"":57,""strict"":57},{""name"":""CREATURE_NOMAD"",""retail"":58,""strict"":58},{""name"":""CREATURE_GHOST"",""retail"":59,""strict"":59},{""name"":""CREATURE_GENIE"",""retail"":60,""strict"":60},{""name"":""CREATURE_MEDUSA"",""retail"":61,""strict"":61},{""name"":""CREATURE_EARTH_ELEMENTAL"",""retail"":62,""strict"":62},{""name"":""CREATURE_AIR_ELEMENTAL"",""retail"":63,""strict"":63},{""name"":""CREATURE_FIRE_ELEMENTAL"",""retail"":64,""strict"":64},{""name"":""CREATURE_WATER_ELEMENTAL"",""retail"":65,""strict"":65},{""name"":""CREATURE_COUNT"",""retail"":66,""strict"":66}]"
include/SOURCE/KB_TYPES.h	ArtifactLevelMask	192	5	5	0	Artifact-level masks, artifact IDs and spell IDs are separate catalogs. Telescope alias is redundant; editor entries and creature-only spell IDs remain meaningful.	"[{""name"":""ARTIFACT_LEVEL_ULTIMATE"",""retail"":1,""strict"":1},{""name"":""ARTIFACT_LEVEL_MAJOR"",""retail"":2,""strict"":2},{""name"":""ARTIFACT_LEVEL_MINOR"",""retail"":4,""strict"":4},{""name"":""ARTIFACT_LEVEL_TREASURE"",""retail"":8,""strict"":8},{""name"":""ARTIFACT_LEVEL_RANDOM"",""retail"":14,""strict"":14}]"
include/SOURCE/KB_TYPES.h	ArtifactType	201	107	106	1	Artifact-level masks, artifact IDs and spell IDs are separate catalogs. Telescope alias is redundant; editor entries and creature-only spell IDs remain meaningful.	"[{""name"":""ARTIFACT_NONE"",""retail"":-1,""strict"":-1},{""name"":""ARTIFACT_VALID_BEGIN"",""retail"":0,""strict"":0},{""name"":""ARTIFACT_ULTIMATE_BOOK"",""retail"":0,""strict"":0},{""name"":""ARTIFACT_ULTIMATE_SWORD"",""retail"":1,""strict"":1},{""name"":""ARTIFACT_ULTIMATE_CLOAK"",""retail"":2,""strict"":2},{""name"":""ARTIFACT_ULTIMATE_WAND"",""retail"":3,""strict"":3},{""name"":""ARTIFACT_ULTIMATE_SHIELD"",""retail"":4,""strict"":4},{""name"":""ARTIFACT_ULTIMATE_STAFF"",""retail"":5,""strict"":5},{""name"":""ARTIFACT_ULTIMATE_CROWN"",""retail"":6,""strict"":6},{""name"":""ARTIFACT_GOLDEN_GOOSE"",""retail"":7,""strict"":7},{""name"":""ARTIFACT_ARCANE_NECKLACE"",""retail"":8,""strict"":8},{""name"":""ARTIFACT_CASTER_BRACELET"",""retail"":9,""strict"":9},{""name"":""ARTIFACT_MAGE_RING"",""retail"":10,""strict"":10},{""name"":""ARTIFACT_WITCHES_BROACH"",""retail"":11,""strict"":11},{""name"":""ARTIFACT_MEDAL_OF_VALOR"",""retail"":12,""strict"":12},{""name"":""ARTIFACT_MEDAL_OF_COURAGE"",""retail"":13,""strict"":13},{""name"":""ARTIFACT_MEDAL_OF_HONOR"",""retail"":14,""strict"":14},{""name"":""ARTIFACT_MEDAL_OF_DISTINCTION"",""retail"":15,""strict"":15},{""name"":""ARTIFACT_FIZBIN_OF_MISFORTUNE"",""retail"":16,""strict"":16},{""name"":""ARTIFACT_THUNDER_MACE"",""retail"":17,""strict"":17},{""name"":""ARTIFACT_ARMORED_GAUNTLETS"",""retail"":18,""strict"":18},{""name"":""ARTIFACT_DEFENDER_HELM"",""retail"":19,""strict"":19},{""name"":""ARTIFACT_GIANT_FLAIL"",""retail"":20,""strict"":20},{""name"":""ARTIFACT_BALLISTA"",""retail"":21,""strict"":21},{""name"":""ARTIFACT_STEALTH_SHIELD"",""retail"":22,""strict"":22},{""name"":""ARTIFACT_DRAGON_SWORD"",""retail"":23,""strict"":23},{""name"":""ARTIFACT_POWER_AXE"",""retail"":24,""strict"":24},{""name"":""ARTIFACT_DIVINE_BREASTPLATE"",""retail"":25,""strict"":25},{""name"":""ARTIFACT_MINOR_SCROLL"",""retail"":26,""strict"":26},{""name"":""ARTIFACT_MAJOR_SCROLL"",""retail"":27,""strict"":27},{""name"":""ARTIFACT_SUPERIOR_SCROLL"",""retail"":28,""strict"":28},{""name"":""ARTIFACT_FOREMOST_SCROLL"",""retail"":29,""strict"":29},{""name"":""ARTIFACT_ENDLESS_SACK_GOLD"",""retail"":30,""strict"":30},{""name"":""ARTIFACT_ENDLESS_BAG_GOLD"",""retail"":31,""strict"":31},{""name"":""ARTIFACT_ENDLESS_PURSE_GOLD"",""retail"":32,""strict"":32},{""name"":""ARTIFACT_NOMAD_BOOTS"",""retail"":33,""strict"":33},{""name"":""ARTIFACT_TRAVELER_BOOTS"",""retail"":34,""strict"":34},{""name"":""ARTIFACT_RABBIT_FOOT"",""retail"":35,""strict"":35},{""name"":""ARTIFACT_GOLDEN_HORSESHOE"",""retail"":36,""strict"":36},{""name"":""ARTIFACT_GAMBLERS_COIN"",""retail"":37,""strict"":37},{""name"":""ARTIFACT_FOUR_LEAF_CLOVER"",""retail"":38,""strict"":38},{""name"":""ARTIFACT_TRUE_COMPASS"",""retail"":39,""strict"":39},{""name"":""ARTIFACT_SAILORS_ASTROLABE"",""retail"":40,""strict"":40},{""name"":""ARTIFACT_EVIL_EYE"",""retail"":41,""strict"":41},{""name"":""ARTIFACT_ENCHANTED_HOURGLASS"",""retail"":42,""strict"":42},{""name"":""ARTIFACT_GOLD_WATCH"",""retail"":43,""strict"":43},{""name"":""ARTIFACT_SKULLCAP"",""retail"":44,""strict"":44},{""name"":""ARTIFACT_ICE_CLOAK"",""retail"":45,""strict"":45},{""name"":""ARTIFACT_FIRE_CLOAK"",""retail"":46,""strict"":46},{""name"":""ARTIFACT_LIGHTNING_HELM"",""retail"":47,""strict"":47},{""name"":""ARTIFACT_EVERCOLD_ICICLE"",""retail"":48,""strict"":48},{""name"":""ARTIFACT_EVERHOT_LAVA_ROCK"",""retail"":49,""strict"":49},{""name"":""ARTIFACT_LIGHTNING_ROD"",""retail"":50,""strict"":50},{""name"":""ARTIFACT_SNAKE_RING"",""retail"":51,""strict"":51},{""name"":""ARTIFACT_ANKH"",""retail"":52,""strict"":52},{""name"":""ARTIFACT_BOOK_ELEMENTS"",""retail"":53,""strict"":53},{""name"":""ARTIFACT_ELEMENTAL_RING"",""retail"":54,""strict"":54},{""name"":""ARTIFACT_HOLY_PENDANT"",""retail"":55,""strict"":55},{""name"":""ARTIFACT_PENDANT_FREE_WILL"",""retail"":56,""strict"":56},{""name"":""ARTIFACT_PENDANT_LIFE"",""retail"":57,""strict"":57},{""name"":""ARTIFACT_SERENITY_PENDANT"",""retail"":58,""strict"":58},{""name"":""ARTIFACT_SEEING_EYE_PENDANT"",""retail"":59,""strict"":59},{""name"":""ARTIFACT_KINETIC_PENDANT"",""retail"":60,""strict"":60},{""name"":""ARTIFACT_PENDANT_DEATH"",""retail"":61,""strict"":61},{""name"":""ARTIFACT_WAND_NEGATION"",""retail"":62,""strict"":62},{""name"":""ARTIFACT_GOLDEN_BOW"",""retail"":63,""strict"":63},{""name"":""ARTIFACT_TELESCOPE"",""retail"":64,""strict"":64},{""name"":""CURSOR_VISIBILITY_ARTIFACT"",""retail"":64,""strict"":64,""target"":{""file"":""include/SOURCE/KB_TYPES.h"",""enum"":""ArtifactType"",""name"":""ARTIFACT_TELESCOPE""},""reason"":""Same semantic enum member; contextual caller prefix adds no different meaning.""},{""name"":""ARTIFACT_STATESMANS_QUILL"",""retail"":65,""strict"":65},{""name"":""ARTIFACT_WIZARD_HAT"",""retail"":66,""strict"":66},{""name"":""ARTIFACT_POWER_RING"",""retail"":67,""strict"":67},{""name"":""ARTIFACT_AMMO_CART"",""retail"":68,""strict"":68},{""name"":""ARTIFACT_TAX_LIEN"",""retail"":69,""strict"":69},{""name"":""ARTIFACT_HIDEOUS_MASK"",""retail"":70,""strict"":70},{""name"":""ARTIFACT_ENDLESS_POUCH_SULFUR"",""retail"":71,""strict"":71},{""name"":""ARTIFACT_ENDLESS_VIAL_MERCURY"",""retail"":72,""strict"":72},{""name"":""ARTIFACT_ENDLESS_POUCH_GEMS"",""retail"":73,""strict"":73},{""name"":""ARTIFACT_ENDLESS_CORD_WOOD"",""retail"":74,""strict"":74},{""name"":""ARTIFACT_ENDLESS_CART_ORE"",""retail"":75,""strict"":75},{""name"":""ARTIFACT_ENDLESS_POUCH_CRYSTAL"",""retail"":76,""strict"":76},{""name"":""ARTIFACT_SPIKED_HELM"",""retail"":77,""strict"":77},{""name"":""ARTIFACT_SPIKED_SHIELD"",""retail"":78,""strict"":78},{""name"":""ARTIFACT_WHITE_PEARL"",""retail"":79,""strict"":79},{""name"":""ARTIFACT_BLACK_PEARL"",""retail"":80,""strict"":80},{""name"":""ARTIFACT_MAGIC_BOOK"",""retail"":81,""strict"":81},{""name"":""ARTIFACT_EDITOR_ANY_ULTIMATE"",""retail"":82,""strict"":82},{""name"":""ARTIFACT_EDITOR_UNUSED_84"",""retail"":83,""strict"":83},{""name"":""ARTIFACT_EDITOR_UNUSED_85"",""retail"":84,""strict"":84},{""name"":""ARTIFACT_EDITOR_UNUSED_86"",""retail"":85,""strict"":85},{""name"":""ARTIFACT_SPELL_SCROLL"",""retail"":86,""strict"":86},{""name"":""ARTIFACT_ARM_OF_MARTYR"",""retail"":87,""strict"":87},{""name"":""ARTIFACT_BREASTPLATE_ANDURAN"",""retail"":88,""strict"":88},{""name"":""ARTIFACT_BROACH_SHIELDING"",""retail"":89,""strict"":89},{""name"":""ARTIFACT_BATTLE_GARB"",""retail"":90,""strict"":90},{""name"":""ARTIFACT_CRYSTAL_BALL"",""retail"":91,""strict"":91},{""name"":""ARTIFACT_HEART_FIRE"",""retail"":92,""strict"":92},{""name"":""ARTIFACT_HEART_ICE"",""retail"":93,""strict"":93},{""name"":""ARTIFACT_HELMET_ANDURAN"",""retail"":94,""strict"":94},{""name"":""ARTIFACT_HOLY_HAMMER"",""retail"":95,""strict"":95},{""name"":""ARTIFACT_LEGENDARY_SCEPTER"",""retail"":96,""strict"":96},{""name"":""ARTIFACT_MASTHEAD"",""retail"":97,""strict"":97},{""name"":""ARTIFACT_SPHERE_NEGATION"",""retail"":98,""strict"":98},{""name"":""ARTIFACT_STAFF_WIZARDRY"",""retail"":99,""strict"":99},{""name"":""ARTIFACT_SWORD_BREAKER"",""retail"":100,""strict"":100},{""name"":""ARTIFACT_SWORD_ANDURAN"",""retail"":101,""strict"":101},{""name"":""ARTIFACT_SPADE_NECROMANCY"",""retail"":102,""strict"":102},{""name"":""ARTIFACT_COUNT"",""retail"":103,""strict"":103}]"
include/SOURCE/KB_TYPES.h	SpellType	311	69	69	0	Artifact-level masks, artifact IDs and spell IDs are separate catalogs. Telescope alias is redundant; editor entries and creature-only spell IDs remain meaningful.	"[{""name"":""SPELL_NONE"",""retail"":-1,""strict"":-1},{""name"":""SPELL_FIREBALL"",""retail"":0,""strict"":0},{""name"":""SPELL_FIREBLAST"",""retail"":1,""strict"":1},{""name"":""SPELL_LIGHTNING_BOLT"",""retail"":2,""strict"":2},{""name"":""SPELL_CHAIN_LIGHTNING"",""retail"":3,""strict"":3},{""name"":""SPELL_TELEPORT"",""retail"":4,""strict"":4},{""name"":""SPELL_CURE"",""retail"":5,""strict"":5},{""name"":""SPELL_MASS_CURE"",""retail"":6,""strict"":6},{""name"":""SPELL_RESURRECT"",""retail"":7,""strict"":7},{""name"":""SPELL_TRUE_RESURRECT"",""retail"":8,""strict"":8},{""name"":""SPELL_HASTE"",""retail"":9,""strict"":9},{""name"":""SPELL_MASS_HASTE"",""retail"":10,""strict"":10},{""name"":""SPELL_SLOW"",""retail"":11,""strict"":11},{""name"":""SPELL_MASS_SLOW"",""retail"":12,""strict"":12},{""name"":""SPELL_BLIND"",""retail"":13,""strict"":13},{""name"":""SPELL_BLESS"",""retail"":14,""strict"":14},{""name"":""SPELL_MASS_BLESS"",""retail"":15,""strict"":15},{""name"":""SPELL_STONE_SKIN"",""retail"":16,""strict"":16},{""name"":""SPELL_STEEL_SKIN"",""retail"":17,""strict"":17},{""name"":""SPELL_CURSE"",""retail"":18,""strict"":18},{""name"":""SPELL_MASS_CURSE"",""retail"":19,""strict"":19},{""name"":""SPELL_HOLY_WORD"",""retail"":20,""strict"":20},{""name"":""SPELL_HOLY_SHOUT"",""retail"":21,""strict"":21},{""name"":""SPELL_ANTI_MAGIC"",""retail"":22,""strict"":22},{""name"":""SPELL_DISPEL"",""retail"":23,""strict"":23},{""name"":""SPELL_MASS_DISPEL"",""retail"":24,""strict"":24},{""name"":""SPELL_MAGIC_ARROW"",""retail"":25,""strict"":25},{""name"":""SPELL_BERSERKER"",""retail"":26,""strict"":26},{""name"":""SPELL_ARMAGEDDON"",""retail"":27,""strict"":27},{""name"":""SPELL_ELEMENTAL_STORM"",""retail"":28,""strict"":28},{""name"":""SPELL_METEOR_SHOWER"",""retail"":29,""strict"":29},{""name"":""SPELL_PARALYZE"",""retail"":30,""strict"":30},{""name"":""SPELL_HYPNOTIZE"",""retail"":31,""strict"":31},{""name"":""SPELL_COLD_RAY"",""retail"":32,""strict"":32},{""name"":""SPELL_COLD_RING"",""retail"":33,""strict"":33},{""name"":""SPELL_DISRUPTING_RAY"",""retail"":34,""strict"":34},{""name"":""SPELL_DEATH_RIPPLE"",""retail"":35,""strict"":35},{""name"":""SPELL_DEATH_WAVE"",""retail"":36,""strict"":36},{""name"":""SPELL_DRAGON_SLAYER"",""retail"":37,""strict"":37},{""name"":""SPELL_BLOOD_LUST"",""retail"":38,""strict"":38},{""name"":""SPELL_ANIMATE_DEAD"",""retail"":39,""strict"":39},{""name"":""SPELL_MIRROR_IMAGE"",""retail"":40,""strict"":40},{""name"":""SPELL_SHIELD"",""retail"":41,""strict"":41},{""name"":""SPELL_MASS_SHIELD"",""retail"":42,""strict"":42},{""name"":""SPELL_SUMMON_EARTH_ELEMENTAL"",""retail"":43,""strict"":43},{""name"":""SPELL_SUMMON_AIR_ELEMENTAL"",""retail"":44,""strict"":44},{""name"":""SPELL_SUMMON_FIRE_ELEMENTAL"",""retail"":45,""strict"":45},{""name"":""SPELL_SUMMON_WATER_ELEMENTAL"",""retail"":46,""strict"":46},{""name"":""SPELL_EARTHQUAKE"",""retail"":47,""strict"":47},{""name"":""SPELL_VIEW_MINES"",""retail"":48,""strict"":48},{""name"":""SPELL_VIEW_RESOURCES"",""retail"":49,""strict"":49},{""name"":""SPELL_VIEW_ARTIFACTS"",""retail"":50,""strict"":50},{""name"":""SPELL_VIEW_TOWNS"",""retail"":51,""strict"":51},{""name"":""SPELL_VIEW_HEROES"",""retail"":52,""strict"":52},{""name"":""SPELL_VIEW_ALL"",""retail"":53,""strict"":53},{""name"":""SPELL_IDENTIFY_HERO"",""retail"":54,""strict"":54},{""name"":""SPELL_SUMMON_BOAT"",""retail"":55,""strict"":55},{""name"":""SPELL_DIMENSION_DOOR"",""retail"":56,""strict"":56},{""name"":""SPELL_TOWN_GATE"",""retail"":57,""strict"":57},{""name"":""SPELL_TOWN_PORTAL"",""retail"":58,""strict"":58},{""name"":""SPELL_VISIONS"",""retail"":59,""strict"":59},{""name"":""SPELL_HAUNT"",""retail"":60,""strict"":60},{""name"":""SPELL_SET_EARTH_GUARDIAN"",""retail"":61,""strict"":61},{""name"":""SPELL_SET_AIR_GUARDIAN"",""retail"":62,""strict"":62},{""name"":""SPELL_SET_FIRE_GUARDIAN"",""retail"":63,""strict"":63},{""name"":""SPELL_SET_WATER_GUARDIAN"",""retail"":64,""strict"":64},{""name"":""SPELL_COUNT"",""retail"":65,""strict"":65},{""name"":""CREATURE_SPELL_PETRIFY"",""retail"":101,""strict"":101},{""name"":""CREATURE_SPELL_DISPEL"",""retail"":102,""strict"":102}]"
