# Buka VA claim queue, harvested from branch decomp-gold-2.1-buka-attempt-1 (its NEW_VA markers).
# Every row is a remap CLAIM from the previous attempt: the function's
# PoL-line reconstruction (pol_va) was located at buka_rva in this image.
# inventory compares against config/retail_functions.csv byte_size:
#   exact = Ghidra agrees on entry+size; size-differs:<n> = entry agrees,
#   size does not; absent = Ghidra lists no function at that entry.
# Claim a row by porting the body and marking it VA(0x<va>, 0x<size>).
unit	buka_rva	size	inventory	pol_va	signature
SOURCE/SPELLS	0x9e2b3	0x267	exact	0x00426bbb	void combatManager::VaporizeCreature(
SOURCE/SPELLS	0x9e51a	0x4ed	exact	0x00426e4d	void combatManager::RippleCreature(
SOURCE/SPELLS	0x9ea07	0x624	exact	0x004273df	void combatManager::ShowMassSpell(
SOURCE/SPELLS	0x9f02b	0x713	exact	0x00427a91	void combatManager::CastMassSpell(SpellType spell, i32 spellPower)
SOURCE/SPELLS	0x9f7c0	0x64a	exact	0x00428389	void combatManager::MirrorImage(i32 targetHex)
SOURCE/SPELLS	0x9fe0a	0x1e2	exact	0x00428951	void combatManager::SummonElemental(
SOURCE/SPELLS	0x9ffec	0x18c	exact	0x00428b69	void combatManager::DoLuck(H2_ENUM_PARAM(CombatSide, i32) side, i32 armyIndex)
SOURCE/SPELLS	0xa0178	0x2bb	exact	0x00428d4f	void combatManager::DoBlast(i32 targetHex, H2_ENUM_PARAM(SpellType, i32) spell)
SOURCE/SPELLS	0xa0433	0x592	exact	0x00429089	void combatManager::Resurrect(
SOURCE/SPELLS	0xa09c5	0x86	exact	0x004296de	i32 combatManager::SpaceForElementalExists(void)
SOURCE/SPELLS	0xa0a4b	0xa1	exact	0x00429797	void combatManager::ShowSpellCastFailure(army* target, i32)
SOURCE/SPELLS	0xa0aec	0x1cd	exact	0x00429870	void combatManager::ModifyDamageForArtifacts(
SOURCE/SPELLS	0xa0cb9	0x975	exact	0x00429ae0	void combatManager::Earthquake(void)
SOURCE/SPELLS	0xa162e	0x233	exact	0x0042a411	void combatManager::ShowSpellMessage(
SOURCE/STRIP	0xa18a0	0x2b0	exact	0x00432230	strip::strip(
SOURCE/STRIP	0xa1b50	0x12b	exact	0x004324ae	strip::~strip()
SOURCE/STRIP	0xa1c7b	0x35	exact	0x004325f2	void strip::Draw(void)
SOURCE/STRIP	0xa1cb0	0x37d	exact	0x00432632	void strip::DrawIcons(i32 drawWindow)
SOURCE/STRIP	0xa202d	0x28	exact	0x00432a05	void strip::DrawFrame(void)
SOURCE/STRIP	0xa2055	0xd6	exact	0x00432a38	bankBox::bankBox(i32 x, i32 y, class playerData* player)
SOURCE/STRIP	0xa212b	0x34	exact	0x00432aea	bankBox::~bankBox()
SOURCE/STRIP	0xa215f	0xc0	exact	0x00432b2d	void bankBox::Update(i32 drawWindow)
SOURCE/SWAPMGR	0xa2260	0x79	exact	0x004543c0	swapManager::swapManager(void)
SOURCE/SWAPMGR	0xa22d9	0x33	exact	0x00454444	swapManager::swapManager(hero* leftHero, hero* rightHero)
SOURCE/SWAPMGR	0xa230c	0x3d	exact	0x00454482	void swapManager::Reset(void)
SOURCE/SWAPMGR	0xa2349	0x25	exact	0x004544d2	i32 swapManager::DrawSwapWin(void)
SOURCE/SWAPMGR	0xa236e	0x3e2	exact	0x00454502	i32 swapManager::Open(i32 id)
SOURCE/SWAPMGR	0xa2750	0x11f	exact	0x004548be	void swapManager::Close(void)
SOURCE/SWAPMGR	0xa286f	0x185	exact	0x004549eb	void swapManager::DrawSelector(void)
SOURCE/SWAPMGR	0xa29f4	0x8ef	exact	0x00454be3	MessageDispatchResult swapManager::Main(tag_message& message)
SOURCE/SWAPMGR	0xa33b6	0x98	exact	0x004556d3	void swapManager::ViewMon(void)
SOURCE/SWAPMGR	0xa344e	0x24b	exact	0x00455776	void swapManager::SwapArtifacts(void)
SOURCE/SWAPMGR	0xa3699	0x14e	exact	0x004559cb	void swapManager::SwapMons(void)
SOURCE/SWAPMGR	0xa37e7	0x449	exact	0x00455b42	void swapManager::Update(void)
SOURCE/SWAPMGR	0xa3c30	0x381	exact	0x00455fbd	void swapManager::SplitMons(void)
SOURCE/TOWN	0xa3ff0	0x5a	exact	0x00432c00	town::town(void)
SOURCE/TOWN	0xa404a	0x3f	exact	0x00432c65	i32 town::HasGarrison(void)
SOURCE/TOWN	0xa4089	0xde	exact	0x00432cb9	void town::GiveSpells(hero* targetHero)
SOURCE/TOWN	0xa4167	0xa5	exact	0x00432dca	void town::XformToCastle(void)
SOURCE/TOWN	0xa420c	0xc4	exact	0x00432e74	void town::View(i32 noFade)
SOURCE/TOWN	0xa42d0	0x129	exact	0x00432f54	void town::Deallocate(void)
SOURCE/TOWN	0xa43f9	0x24c	exact	0x004330a1	void town::BuildBuilding(H2_ENUM_PARAM(BuildingSlotType, i32) building)
SOURCE/TOWN	0xa4645	0x1e	exact	0x004332df	i32 town::CanBuildDock(void)
SOURCE/TOWN	0xa4663	0x9e	exact	0x00433315	void town::CalcNumLevelArchers(i32* numArchers, i32* mageGuildLevel)
SOURCE/TOWNMGR	0xa4740	0x18d	exact	0x00413900	townObject::townObject(
SOURCE/TOWNMGR	0xa48cd	0x56	exact	0x00413a6a	townObject::~townObject()
SOURCE/TOWNMGR	0xa4923	0x3f9	exact	0x00413aca	void townObject::Draw(i32 advanceAnimation)
SOURCE/TOWNMGR	0xa4d1c	0x5d	exact	0x00413f01	townManager::townManager(void)
SOURCE/TOWNMGR	0xa4d79	0x1e4	exact	0x00413f69	void townManager::SetupExtraStuff(void)
SOURCE/TOWNMGR	0xa4f5d	0x206	exact	0x00414109	i32 townManager::Open(i32 id)
SOURCE/TOWNMGR	0xa5163	0x77	exact	0x004142f8	void townManager::ChangeTown(void)
SOURCE/TOWNMGR	0xa51da	0x9df	exact	0x0041436f	void townManager::SetupTown(void)
SOURCE/TOWNMGR	0xa5bb9	0x1e9	exact	0x00414cc9	void townManager::UnloadTown(void)
SOURCE/TOWNMGR	0xa5da2	0xba	exact	0x00414e98	void townManager::Close(void)
SOURCE/TOWNMGR	0xa5e5c	0x374	exact	0x00414f62	void townManager::SetArmyCommand(i32 qualifier)
SOURCE/TOWNMGR	0xa61d0	0x59e	exact	0x0041531b	void townManager::SetCommandAndText(struct tag_message& message)
SOURCE/TOWNMGR	0xa67ce	0x74	exact	0x004158e0	void townManager::ShowText(char*)
SOURCE/TOWNMGR	0xa6842	0x1701	exact	0x0041595d	MessageDispatchResult townManager::Main(tag_message& message)
SOURCE/TOWNMGR	0xa7f7b	0x480	exact	0x0041718d	void townManager::DoCommand(TownManagerArmyCommand command)
SOURCE/TOWNMGR	0xa8413	0xa4	exact	0x00417670	void townManager::RedrawTownScreen(void)
SOURCE/TOWNMGR	0xa84b7	0x376	exact	0x0041771d	void townManager::SplitArmy(void)
SOURCE/TOWNMGR	0xa882d	0x16	exact	0x00417a91	void townManager::ShiftQualChange(void)
SOURCE/TOWNMGR	0xa8843	0x93	exact	0x00417ab2	void townManager::ResetStrips(void)
SOURCE/TOWNMGR	0xa88d6	0x79	exact	0x00417b62	void townManager::Toggle(H2_ENUM_PARAM(BuildingSlotType, i32) building)
SOURCE/TOWNMGR	0xa894f	0xaf	exact	0x00417bdd	void townManager::DrawTown(i32 updateScreen, i32 drawFlags)
SOURCE/TOWNMGR	0xa89fe	0xe6c	exact	0x00417c9d	i32 townManager::BuyBuild(
SOURCE/TOWNMGR	0xa986a	0x3a1	exact	0x00418bd2	void townManager::BuildObj(H2_ENUM_PARAM(BuildingSlotType, i32) building)
SOURCE/TOWNMGR	0xa9c0b	0x379	exact	0x00418fbb	void townManager::SetupMage(heroWindow* window)
SOURCE/TOWNMGR	0xa9f84	0x154	exact	0x00419393	MessageDispatchResult MageGuildHandler(tag_message& message)
SOURCE/TOWNMGR	0xaa0d8	0x70b	exact	0x00419523	i32 townManager::RecruitHero(i32 availableHeroIndex, i32 cannotRecruit)
SOURCE/TOWNMGR	0xaa7e3	0x120	exact	0x00419c29	MessageDispatchResult TavernHandler(tag_message& message)
SOURCE/TOWNMGR	0xaa903	0x12b	exact	0x00419d7c	void townManager::DoTavern(void)
SOURCE/TOWNMGR	0xaaa2e	0x2cf	exact	0x00419e8c	MessageDispatchResult SplitArmyHandler(tag_message& message)
SOURCE/TOWNMGR	0xaacfd	0x647	exact	0x0041a1b4	void townManager::SetupWell(heroWindow* window)
SOURCE/TOWNMGR	0xab344	0xde3	exact	0x0041a783	void townManager::SetupThievesGuild(heroWindow* window, i32 informationLevel)
SOURCE/TOWNMGR	0xac127	0x478	exact	0x0041b692	void GetCategoryStats(
SOURCE/TOWNMGR	0xac5c7	0xd2	exact	0x0041bbfc	void SortStats(i32l* const stats, i8* const order)
SOURCE/VIEW	0xad4b0	0x6f9	exact	0x0040bd60	i32 combatManager::ViewGeneral(
SOURCE/VIEW	0xadba9	0x286	exact	0x0040c433	MessageDispatchResult HandleViewGeneral(tag_message& message)
SOURCE/VIEW	0xade2f	0x143	exact	0x0040c784	void combatManager::ViewArmy(army* viewedArmy, i32 quickView)
SOURCE/Viewwrld	0xadfb0	0x2ba	exact	0x004333c0	void advManager::ViewWorld(SpellType whatToDraw, b32 drawAllObjects, b32 drawAllTerrains)
SOURCE/Viewwrld	0xae26a	0x51	exact	0x00433627	void advManager::VWCleanup(void)
SOURCE/Viewwrld	0xae2bb	0x233	exact	0x00433681	void advManager::VWInit(i32 centerX, i32 centerY)
SOURCE/Viewwrld	0xae4ee	0x118a	exact	0x004338d4	void advManager::VWCompleteDraw(void)
SOURCE/Viewwrld	0xaf6d0	0x4d4	exact	0x00434c1a	MessageDispatchResult ViewWorldDialogHandler(struct tag_message& message)
SOURCE/Wsnetwin	0xb1cf0	0x572	exact	0x004068b0	i16 wsnet_init(void)
SOURCE/Wsnetwin	0xb2262	0xb3	exact	0x00406e65	void wsnet_term(void)
SOURCE/Wsnetwin	0xb2315	0x1d3	exact	0x00406f37	void wsSendMessage(
SOURCE/Wsnetwin	0xb24e8	0x4d	exact	0x0040712c	i32 wsnet_snd(i32 destination, i32 size, void* data)
SOURCE/Wsnetwin	0xb2535	0x93	exact	0x0040718d	i16 wsnet_rcv(i16, u16, void* data)
SOURCE/Wsnetwin	0xb25c8	0x8b	exact	0x00407234	void wsProcessMessages(void)
SOURCE/Wsnetwin	0xb2653	0x330	exact	0x004072e3	void wsEvaluateMessage(u32l size, i32 sender)
SOURCE/Wsnetwin	0xb2997	0x1c	exact	0x00407660	i32 wsWaitForFirstGuest(void)
SOURCE/Wsnetwin	0xb29b3	0xaa	exact	0x0040768e	i32 wsWaitForExtraGuests(void)
SOURCE/Wsnetwin	0xb2a5d	0xfd	exact	0x00407746	i32 wsWaitForHost(void)
SOURCE/X_CAMPGN	0xb32e0	0x18	exact	0x004bb680	ExpCampaign::ExpCampaign(void)
SOURCE/X_CAMPGN	0xb32f8	0xb	exact	0x004bb6a3	ExpCampaign::~ExpCampaign() {}
SOURCE/X_CAMPGN	0xb3303	0x1e	exact	0x004bb6b9	void ExpCampaign::ResetMapChoices(void)
SOURCE/X_CAMPGN	0xb3321	0x1e	exact	0x004bb6e2	void ExpCampaign::ResetMapsPlayed(void)
SOURCE/X_CAMPGN	0xb333f	0x1e	exact	0x004bb70b	void ExpCampaign::ResetAwards(void)
SOURCE/X_CAMPGN	0xb335d	0x1e	exact	0x004bb734	void ExpCampaign::ResetBonusChoices(void)
SOURCE/X_CAMPGN	0xb337b	0x17	exact	0x004bb75d	void ExpCampaign::GrantAward(H2_ENUM_PARAM(ExpansionCampaignAward, i32) award)
SOURCE/X_CAMPGN	0xb3392	0x17	exact	0x004bb780	void ExpCampaign::RemoveAward(H2_ENUM_PARAM(ExpansionCampaignAward, i32) award)
SOURCE/X_CAMPGN	0xb33a9	0x16	exact	0x004bb7a3	i8 ExpCampaign::HasAward(H2_ENUM_PARAM(ExpansionCampaignAward, i32) award)
SOURCE/X_CAMPGN	0xb33bf	0x19	exact	0x004bb7c5	void ExpCampaign::SetMapWasPlayed(void)
SOURCE/X_CAMPGN	0xb33d8	0x4f	exact	0x004bb7e9	void ExpCampaign::InitNewCampaign(ExpansionCampaignId campaignId)
SOURCE/X_CAMPGN	0xb3427	0x63f	exact	0x004bb843	void ExpCampaign::InitMap(void)
SOURCE/X_CAMPGN	0xb3aba	0x34b	exact	0x004bc00e	void ExpCampaign::ShowInfo(i32 viewOnly, i32)
SOURCE/X_CAMPGN	0xb3e05	0x7b8	exact	0x004bc34d	void ExpCampaign::UpdateInfo(i32 redraw)
SOURCE/X_CAMPGN	0xb4642	0x121	exact	0x004bcc6e	i32 ExpCampaign::HandleVictory(void)
SOURCE/X_CAMPGN	0xb4773	0x121	exact	0x004bcde0	void ExpCampaign::HandleVictory1(void)
SOURCE/X_CAMPGN	0xb48b8	0x102	exact	0x004bcf47	void ExpCampaign::HandleVictory2(void)
SOURCE/X_CAMPGN	0xb49de	0x94	exact	0x004bd092	void ExpCampaign::HandleVictory3(void)
SOURCE/X_CAMPGN	0xb4a86	0x7f	exact	0x004bd160	void ExpCampaign::HandleVictory4(void)
SOURCE/X_CAMPGN	0xb4b19	0x57	exact	0x004bd219	void ExpCampaign::ReplaySmacker(void)
SOURCE/X_CAMPGN	0xb4b80	0xac	exact	0x004bd2a5	void ExpCampaign::ReplaySmacker1(void)
SOURCE/X_CAMPGN	0xb4c4c	0x90	exact	0x004bd39d	void ExpCampaign::ReplaySmacker2(void)
SOURCE/X_CAMPGN	0xb4cfc	0x78	exact	0x004bd476	void ExpCampaign::ReplaySmacker3(void)
SOURCE/X_CAMPGN	0xb4d84	0x60	exact	0x004bd522	void ExpCampaign::ReplaySmacker4(void)
SOURCE/X_CAMPGN	0xb4df4	0x3c	exact	0x004bd5aa	u8 ExpCampaign::IsCompleted(void)
SOURCE/X_CAMPGN	0xb4e30	0x24	exact	0x004bd603	i8 ExpCampaign::IsThisMapCompleted(void)
SOURCE/X_CAMPGN	0xb4e54	0x26e	exact	0x004bd639	MessageDispatchResult ExpCampaign::MessageHandler(struct tag_message& message)
SOURCE/X_CAMPGN	0xb5102	0x5f	exact	0x004bd967	void ExpCampaign::Autosave(void)
SOURCE/X_CAMPGN	0xb5161	0x1a	exact	0x004bd9d3	ExpansionCampaignId ExpCampaign::Choose(void)
SOURCE/X_CAMPGN	0xb517b	0x58	exact	0x004bd9f8	i16 ExpCampaign::Days(void)
SOURCE/X_CAMPGN	0xb51d3	0x10	exact	0x004bda5c	i32 ExpCampaign::CampaignID(void)
SOURCE/X_CAMPGN	0xb51e3	0x28	exact	0x004bda77	char* ExpCampaign::JosephName(void)
SOURCE/X_CAMPGN	0xb520b	0x28	exact	0x004bdab1	char* ExpCampaign::IvanName(void)
SOURCE/X_CAMPGN	0xb5233	0x30	exact	0x004bdaeb	i8 ExpCampaign::IsSpecialGoldenBow(i32 x, i32 y)
SOURCE/X_CAMPGN	0xb5263	0x22	exact	0x004bdb39	i8 ExpCampaign::IsSpecialUA(void)
SOURCE/X_CAMPGN	0xb5285	0x50	exact	0x004bdb71	i8 ExpCampaign::IsSpecialLossCondition(i32 playerIndex)
SOURCE/comwin	0x32760	0x5f	exact	0x0048a640	void add_node(struct tag_Anchor* anchor, struct tag_Node* node)
SOURCE/comwin	0x327bf	0x3b	exact	0x0048a6b4	struct tag_Node* pop_node(struct tag_Anchor* anchor)
SOURCE/comwin	0x327fa	0x25	exact	0x0048a700	void init_anchor(struct tag_Anchor* anchor, i32, i32)
SOURCE/comwin	0x3281f	0x280	exact	0x0048a72e	void ShutdownComError(char* function)
SOURCE/comwin	0x32ba2	0x2e8	exact	0x0048ab13	i16 com_init(u8 portNumber, H2_ENUM_PARAM(ComBaudRate, i32) baudRate, i32 useDtr)
SOURCE/comwin	0x32e9e	0xe9	exact	0x0048ae5d	void com_term(i16 portIndex)
SOURCE/comwin	0x32f87	0xc1	exact	0x0048af7a	i16 com_rcv(i16 portIndex, u16 requested, void* buffer)
SOURCE/comwin	0x33048	0x11c	exact	0x0048b057	i16 com_snd(i16 portIndex, u16, u16 length, void* data, i32 priority)
SOURCE/comwin	0x33164	0x8	exact	0x0048b19c	i16 __cdecl com_sess(i32, i32, ...)
SOURCE/comwin	0x3316c	0x5b	exact	0x0048b1af	u8 com_stat(i16 portIndex, u16)
SOURCE/comwin	0x331c7	0xc3	exact	0x0048b21d	void comm_wrt_task(void)
SOURCE/dpnetwin	0x36770	0x81	exact	0x0041eda0	BOOL WINAPI dpEnumServiceProvider(struct _GUID* guid, char* name, DWORD, DWORD, void*)
SOURCE/dpnetwin	0x367f1	0x75	exact	0x0041ee35	BOOL WINAPI dpEnumSession(DPSESSIONDESC* session, void*, LPDWORD, DWORD flags)
SOURCE/dpnetwin	0x36866	0x2bf	exact	0x0041eeaf	i16 dpnet_init(void)
SOURCE/dpnetwin	0x36b25	0xc3	exact	0x0041f1c0	void CleanupDPVars(void)
SOURCE/dpnetwin	0x36be8	0xed	exact	0x0041f28e	void dpnet_term(void)
SOURCE/dpnetwin	0x36cd5	0xcf	exact	0x0041f3a4	void dpSendMessage(
SOURCE/dpnetwin	0x36da4	0x48	exact	0x0041f492	i32 dpnet_snd(i32 position, i32 size, void* data)
SOURCE/dpnetwin	0x36dec	0x93	exact	0x0041f4ec	i16 dpnet_rcv(i16, u16, void* data)
SOURCE/dpnetwin	0x36e7f	0x14	exact	0x0041f593	u8 dpnet_stat(i16, u16)
SOURCE/dpnetwin	0x36e93	0x8	exact	0x0041f5b0	i16 __cdecl dpnet_sess(i32, i32, ...)
SOURCE/dpnetwin	0x36e9b	0x98	exact	0x0041f5c3	void dpProcessMessages(void)
SOURCE/dpnetwin	0x36f33	0x230	exact	0x0041f681	void dpEvaluateMessage(u32l size, i32 sender)
SOURCE/dpnetwin	0x37177	0x15a	exact	0x0041f8f5	i32 dpWaitForFirstGuest(void)
SOURCE/dpnetwin	0x372e1	0x7c	exact	0x0041fa77	i32 dpWaitForExtraGuests(void)
SOURCE/dpnetwin	0x3735d	0x37e	exact	0x0041fafb	i32 dpWaitForHost(void)
SOURCE/dpnetwin	0x376f3	0x515	exact	0x0041fecd	void DPSD(i32 result, char* file, i32 line)
SOURCE/kbwin	0x70e30	0x112	exact	0x0041bce0	extern "C" i32 __stdcall
SOURCE/kbwin	0x70f42	0x2ec	exact	0x0041be26	i32 AppInit(HINSTANCE instance, HINSTANCE previousInstance, i32 showCommand, char* commandLine)
SOURCE/kbwin	0x7122e	0x1a	exact	0x0041c15f	i32 AppIdle(void)
SOURCE/kbwin	0x71248	0x503	exact	0x0041c190	LRESULT CALLBACK AppWndProc(HWND window, UINT message, WPARAM messageParam, LPARAM messageData)
SOURCE/kbwin	0x71883	0x67	exact	0x0041c70e	BOOL CALLBACK AppAbout(HWND dialog, UINT message, WPARAM messageParam, LPARAM messageData)
SOURCE/kbwin	0x718ea	0xf	exact	0x0041c79e	void AppExit(void)
SOURCE/kbwin	0x718f9	0xa1	exact	0x0041c7b8	void Process1WindowsMessage(void)
SOURCE/kbwin	0x7199a	0x125	exact	0x0041c880	void ResizeWindow(i32 x, i32 y, i32 width, i32 height)
SOURCE/kbwin	0x71abf	0x110	exact	0x0041c9c7	LRESULT AppCommand(HWND window, UINT message, WPARAM messageParam, LPARAM messageData)
SOURCE/kbwin	0x71c20	0xb1	exact	0x0041cb5e	void UpdateDfltMenu(HMENU menu)
SOURCE/kbwin	0x71cd1	0x8f	exact	0x0041cc35	void KBChangeMenu(HMENU menu)
SOURCE/kbwin	0x71d60	0x117	exact	0x0041cce1	void SetMenuStatus(i32 showMenu)
SOURCE/kbwin	0x71e77	0x53	exact	0x0041ce3d	void SetNoDialogMenus(i32 menusEnabled)
SOURCE/kbwin	0x71eca	0x12e	exact	0x0041ceb8	void SetMenus(HMENU menu, i32 enabled)
SOURCE/kbwin	0x71ff8	0xb	exact	0x0041d011	i32l KBTickCount(void)
SOURCE/kbwin	0x72003	0x5	exact	0x0041d027	void InitVideo(void)
SOURCE/netwin	0x73da0	0x94	exact	0x004a6be0	i32 is_netbios_avail(void)
SOURCE/netwin	0x73e34	0x218	exact	0x004a6c88	extern "C" u16 __fastcall nb_init(u16 maxNames, u16 maxSessions)
SOURCE/netwin	0x7404c	0x1d0	exact	0x004a6ecc	extern "C" void __fastcall nb_term(void)
SOURCE/netwin	0x7421c	0x96	exact	0x004a70d3	extern "C" u16 __fastcall nb_rcv(i16 session, void* buf)
SOURCE/netwin	0x742b2	0xc0	exact	0x004a7186	extern "C" u16 __fastcall nb_snd(i16 session, i16 len, void* data)
SOURCE/netwin	0x74372	0x49f	exact	0x004a726a	extern "C" u16 __cdecl
SOURCE/netwin	0x74839	0xf	exact	0x004a7737	extern "C" char __fastcall nb_stat(i16 session)
SOURCE/netwin	0x74848	0x215	exact	0x004a7758	void nb_thr_ctl(void)
SOURCE/netwin	0x74a5d	0xb5	exact	0x004a79c6	static void nb_add_name(void)
SOURCE/netwin	0x74b12	0x152	exact	0x004a7a81	static void __stdcall nb_add_name_done(NetbiosControlBlock* ncb)
SOURCE/netwin	0x74ca5	0xb4	exact	0x004a7c4b	static H2_ENUM_PARAM(NetbiosResult, u16) __fastcall nb_recv_any(i32 session)
SOURCE/netwin	0x74d59	0x11d	exact	0x004a7d09	static void __stdcall nb_recv_any_done(NetbiosControlBlock* ncb)
SOURCE/netwin	0x74e76	0xc2	exact	0x004a7e4b	static H2_ENUM_PARAM(NetbiosResult, u16) __fastcall nb_call(i32 session, void* name)
SOURCE/netwin	0x74f38	0xc2	exact	0x004a7f1a	static H2_ENUM_PARAM(NetbiosResult, u16) __fastcall nb_listen(i32 session, void* name)
SOURCE/netwin	0x74ffa	0xf4	exact	0x004a7fe9	static void __stdcall nb_call_done(NetbiosControlBlock* ncb)
SOURCE/netwin	0x750ee	0x124	exact	0x004a8119	static void __fastcall nb_arm_recv(i32 session)
SOURCE/netwin	0x75212	0xb1	exact	0x004a8268	static void __fastcall nb_close_session(i32 session)
SOURCE/netwin	0x752c3	0x112	exact	0x004a832a	static void __fastcall nb_recv_complete(i32 session)
SOURCE/netwin	0x753fa	0x76	exact	0x004a84a3	static void __fastcall nb_format_name(char* src, u8* dst)
SOURCE/tradpost	0xac6e0	0x193	exact	0x004bf340	void DoTradingPost(i32 isMarketplace, float efficiency)
SOURCE/tradpost	0xac873	0x639	exact	0x004bf4a5	void UpdateTradingPost(i32 draw)
SOURCE/tradpost	0xaceac	0xc6	exact	0x004bfa3b	void ComputeTradeRatios(
SOURCE/tradpost	0xacf72	0x133	exact	0x004bfb39	void DoTradeKnob(struct tag_message message)
SOURCE/tradpost	0xad0a5	0x2f	exact	0x004bfc81	void SetupNewTrade(void)
SOURCE/tradpost	0xad0d4	0x326	exact	0x004bfcbb	MessageDispatchResult TradingPostHandler(struct tag_message& message)
SOURCE/wingraph	0xafbe0	0x3a	exact	0x00435290	void DDRestoreDisplayMode(void)
SOURCE/wingraph	0xafc1a	0x2d	exact	0x004352e5	i32 DDQueryNewPalette(void)
SOURCE/wingraph	0xafc47	0x76	exact	0x0043532b	void CreatePrimary(void)
SOURCE/wingraph	0xafcbd	0xb2	exact	0x004353bf	void SetupClipper(void)
SOURCE/wingraph	0xafd6f	0x120	exact	0x004354a2	void DDInitGraphics(void)
SOURCE/wingraph	0xafe8f	0x4da	exact	0x00435601	i32 DDAppPaint(void* window, void* paintDC)
SOURCE/wingraph	0xb0369	0x111	exact	0x00435b31	void DDInitializePalette(void)
SOURCE/wingraph	0xb047a	0x7e	exact	0x00435c6d	i32 DDSetPalette(void)
SOURCE/wingraph	0xb04f8	0x109	exact	0x00435d1c	struct IDirectDrawSurface* DDCreateSurface(u32l width, u32l height, i32 primary)
SOURCE/wingraph	0xb0601	0x57f	exact	0x00435e4f	void DDSD(i32 error, char* file, i32 line)
SOURCE/wingraph	0xb0c15	0xee	exact	0x00436421	void DDUpdatePalette(i8* paletteData)
SOURCE/wingraph	0xb0d03	0x14a	exact	0x00436539	void DDCleanUpWinGraphics(void)
SOURCE/wingraph	0xb0e4d	0x279	exact	0x004366b0	void DDSetFullScreenStatus(i32 fullScreen)
SOURCE/wingraph	0xb10c6	0x72	exact	0x004369b5	i32 WGQueryNewPalette(void)
SOURCE/wingraph	0xb1138	0x13b	exact	0x00436a3e	void WGInitGraphics(void)
SOURCE/wingraph	0xb1273	0x1c1	exact	0x00436b8f	void WGUpdatePalette(i8* paletteData)
SOURCE/wingraph	0xb1434	0x1a2	exact	0x00436d76	void WGInitializePalette(void)
SOURCE/wingraph	0xb15d6	0x1bd	exact	0x00436f4b	i32 WGAppPaint(void* window, void* paintDC)
SOURCE/wingraph	0xb1793	0x67	exact	0x0043710f	void WGCleanUpWinGraphics(void)
SOURCE/wingraph	0xb17fa	0x66	exact	0x00437187	void ConnectToDLLs(void)
SOURCE/wingraph	0xb1860	0x1a	exact	0x00437207	void DisconnectDLLs(void)
SOURCE/wingraph	0xb187a	0x15	exact	0x00437230	void RestoreDisplayMode(void)
SOURCE/wingraph	0xb188f	0x17	exact	0x0043725c	i32 SetPalette(void)
SOURCE/wingraph	0xb18a6	0x6b	exact	0x0043728a	void GetGraphicsInfo(void)
SOURCE/wingraph	0xb1911	0x82	exact	0x00437308	void InitGraphics(void)
SOURCE/wingraph	0xb1993	0x31	exact	0x004373a8	i32 AppPaint(void* window, void* message)
SOURCE/wingraph	0xb19c4	0x1a	exact	0x004373ee	void InitializePalette(void)
SOURCE/wingraph	0xb19de	0x28	exact	0x0043741a	void UpdatePalette(i8* paletteData)
SOURCE/wingraph	0xb1a06	0x1f	exact	0x00437452	void CleanUpWinGraphics(void)
SOURCE/wingraph	0xb1a25	0xa1	exact	0x00437483	void SetFullScreenStatus(i32 fullScreen)
SOURCE/wingraph	0xb1ac6	0x1a	exact	0x00437564	i32 QueryNewPalette(void)
SOURCE/wingraph	0xb1ae0	0x1ce	exact	0x00437595	i32 SetGraphicsType(WingraphGraphicsType graphicsType)
SOURCE/x_arena	0xb2ba0	0x3bb	exact	0x004c0080	i32 DoArenaDialog(void)
SOURCE/x_arena	0xb2f5b	0x1e1	exact	0x004c03dc	MessageDispatchResult ArenaWindowHandler(struct tag_message& message_1)
SOURCE/x_arena	0xb313c	0x169	exact	0x004c063b	void UpdateArenaIcons(void)
