path	line	end	name	signature	kind	properties	va	status	body_sha256	review
src/BASE/RESMGR.cpp	480	482	resourceManager::Read13	(i8 * destination)	cpp		0x004b8f40	unread	eff3722b0bd0ed82d0ad84b23d34a48476ed6625e1ea60067f3d40fc952fbebb	STALE: B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESMGR.cpp	485	505	resourceManager::ReadBlock	(i8 * destination,u32l size)	cpp		0x004b8f60	unread	d9bd967681bf1f78d4d10e6b0925cdd6758d5ccc190f5b7c684f84308e045f20	STALE: B02: 31 bodies; H04 position-stack contract; cache/read/aggregate families local-only R02
src/BASE/RESOURCE.cpp	6	11	resource::resource	(void)	cpp		0x004d4860	read	a09cfdd32ebd65cda416f0736fbe1a27e91c8e6a3983d40bb797894260fd5957	B02: 3 bodies; category/refcount/list initialization; already natural owner
src/BASE/RESOURCE.cpp	14	19	resource::resource	(ResourceCategory category,u32l id,i16 refCount,resource * next)	cpp		0x004d48a0	read	a0c79b53e898edd9952a7126b3c489c445af4aa98a7e5fed959bca3dbba60c0a	B02: 3 bodies; category/refcount/list initialization; already natural owner
src/BASE/RESOURCE.cpp	22	22	resource::~resource	()	cpp		0x004d48f0	read	2f576c47c5c7321c7ba7ce0511f8c0d4965dc4ef3443b3045adc9931be374292	B02: 3 bodies; category/refcount/list initialization; already natural owner
src/BASE/Ripple.cpp	26	88	DoRipple	(bitmap * source,bitmap * destination,i32 height,i32 strength)	cpp		0x004cb6b0	read	5bb322a9b1eae44e239fdebac3bcd56aea636fd5786db65e108cda8280ae4aa6	B04: 1 body; axis clipping, explicit pitch and shear iteration; H09/H10
src/BASE/SAMPLE.cpp	16	66	sample::sample	(char * name)	cpp		0x004ce250	read	f743e6f3181be27ab83d6a333e62f0fba2fab6e48e4e86468f8e3016419666f1	B06: 4 bodies; filename format parse, allocation/read and sample/MIDI destruction; R08
src/BASE/SAMPLE.cpp	69	75	sample::~sample	()	cpp		0x004ce490	read	4c6e154fef3d5182760d25ecd50bb25d53050efb3eb60788304de0a3c9ad0643	B06: 4 bodies; filename format parse, allocation/read and sample/MIDI destruction; R08
src/BASE/SAMPLE.cpp	78	90	MIDIWrap::MIDIWrap	(char * name)	cpp		0x004ce520	read	793063812d8c79a0df373a06bde87174c3f5ead9019ff3e506b2c7a544a66638	B06: 4 bodies; filename format parse, allocation/read and sample/MIDI destruction; R08
src/BASE/SAMPLE.cpp	93	97	MIDIWrap::~MIDIWrap	()	cpp		0x004ce610	read	d969e8c7ac96393444d64d06008ae7f2105d0c27aba582eefc34adfeb9420207	B06: 4 bodies; filename format parse, allocation/read and sample/MIDI destruction; R08
src/BASE/TEXTWDGT.cpp	20	26	textWidget::textWidget	(void)	cpp		0x004c2f50	unread	272bab843a5c7e641d255f64daaa11a1309454c12968e5348978a2cf63150db9	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TEXTWDGT.cpp	29	47	textWidget::textWidget	(i16 x,i16 y,i16 width,i16 height,char * text,char * fontName,FontDrawMode color,i16 id,WidgetKind kind,FontAlignment alignment)	cpp		0x004c2fe0	unread	f257eeb86a7825d3d2b1c0bb44bc29a28c7b41ba8271408c8e06f57be98517f8	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TEXTWDGT.cpp	50	65	textWidget::Read	(void)	cpp		0x004c3090	unread	78c95f55d2c6a1395e387910968f767cdb099a67f79a08336fb644859cc05b62	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TEXTWDGT.cpp	68	71	textWidget::~textWidget	()	cpp		0x004c31c0	unread	0744a4a3356dc4c98cbf61020375f1b7bb016065d515cc0ecdd20b2769c03f55	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TEXTWDGT.cpp	74	129	textWidget::Main	(tag_message & msg)	cpp		0x004c3240	unread	89fbaca721cb7f8b79de5a9b35daabb395fd97e94cacdfd22e35a2f097cad606	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TEXTWDGT.cpp	133	145	textWidget::Draw	(void)	cpp		0x004c3470	unread	771ec7596de837ed7629281eb737bd5c79c6d87c3d80651a568a801773797187	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TEXTWDGT.cpp	148	150	textWidget::SetColorIndex	(FontDrawMode color)	cpp		0x004c3500	unread	09b0a079981f51903d49dbdb9dce1e03756669819fc928585771bfe8403268b4	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TEXTWDGT.cpp	153	164	textWidget::SetText	(char * text)	cpp		0x004c3520	unread	655051ef1033ffde538c343893161ef3546bba2a70604796b41e78cf68b17abc	STALE: B01: 8 bodies; H01-H04; text ownership and union modifier preservation
src/BASE/TILE.asm	19	136	TileToBitmap		asm			read	d0a6774b276075b8348d5c711b690e181f9df430f19cf30ada2a525797b5c014	B04: 1 assembly body; all four orientation paths and REPT blocks; R06
src/BASE/TILESET.cpp	8	17	tileset::tileset	(u32l id)	cpp		0x004ce090	read	f51ebba0e7532f09e3a9e6de64358132294350584ec810ba08348642665e58b1	B04: 2 bodies; word-count resource allocation/read and lifetime
src/BASE/TILESET.cpp	20	22	tileset::~tileset	()	cpp		0x004ce1c0	read	9e6a5f54939c8b4d2f9a1b07ba418a48b542ea9a64e59387e1e7917a92549f4d	B04: 2 bodies; word-count resource allocation/read and lifetime
src/BASE/Textntry.cpp	51	58	textEntryWidget::textEntryWidget	(void)	cpp		0x004d1cc0	unread	15308e36b4cc112f5782e544bb16e84e8a94c6181ee400be71dfe3ce16c52838	STALE: B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/Textntry.cpp	61	102	textEntryWidget::textEntryWidget	(i16 x,i16 y,i16 width,i16 height,i16 maxLength,char * text,char * fontName,FontDrawMode color,char * iconName,i16 iconFrame,i16 id,WidgetKind kind,TextEntryLayout layout,i32 horizontalInset,i32 verticalInset)	cpp		0x004d1d50	unread	0ec7bcb0e3d33217bea2cecc3a7ee7c418a4701bccc54672304b48fd38b1c5a0	STALE: B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/Textntry.cpp	105	107	textEntryWidget::~textEntryWidget	()	cpp		0x004d1f00	unread	044cfe508705529cad4d989428ea682d23d5d48746087b51d51c959c05fd108b	STALE: B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/Textntry.cpp	110	166	textEntryWidget::Read	(TextEntryReadMode type)	cpp		0x004d1f60	unread	8fb88384dfe4db5255b01f2e1ac5b4841ee6e384b1b017935365dc37298ad042	STALE: B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/Textntry.cpp	169	373	textEntryWidget::Main	(struct tag_message & message)	cpp		0x004d22a0	unread	854429735b0b1f72392e42fb8481c0da7ae0d272702cf95eb752ec51642d7643	STALE: B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/Textntry.cpp	376	419	textEntryWidget::Draw	(void)	cpp		0x004d2dc0	unread	e51c47a4183ce2383c0795c3296f8898bbf50d46bf3bb77de4a7a303edf9069f	STALE: B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/Textntry.cpp	422	467	textEntryWidget::SetupDisplayString	(char * source,u16 cursor)	cpp		0x004d3020	unread	d16c149c1a44d3bf0bf97a99299365e2937011ac60bb7822bbeeb836fb84e294	STALE: B02: 7 bodies; H01-H04; full edit loop, key conversion, caret and display offsets
src/BASE/WIDGET.cpp	16	35	widget::widget	(i16 x,i16 y,i16 width,i16 height,i16 id,WidgetKind kind)	cpp		0x004d4010	unread	18ea5cc23726b5fd4dda44ca83e55a92f66515e37afe8d306da5e6e6a0562b68	STALE: B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WIDGET.cpp	38	50	widget::widget	(void)	cpp		0x004d40a0	unread	fd4f80fd10fffcfba90e3a8f7a337622bfcfb1e1084574cb9937f2b36128fd86	STALE: B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WIDGET.cpp	53	53	widget::~widget	()	cpp		0x004d4120	unread	4d929d0696f3afd36b80d60109d02396fc4fc3fac9edacc4017dd9dad0944dee	STALE: B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WIDGET.cpp	56	60	widget::Open	(i32 zOrder,class heroWindow * owner)	cpp		0x004d4140	unread	9d4df0ad8f4a127018b8cd4833294813d238ee5f178cd6eafcaa0febf297da34	STALE: B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WIDGET.cpp	63	63	widget::Close	(void)	cpp		0x004d4170	unread	610c11647603f61605794048c60ae727de16bf3e70e15e4d8b5834140af8c335	STALE: B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WIDGET.cpp	66	163	widget::Main	(tag_message & message)	cpp		0x004d4180	unread	96ca3693bd61ae4bd0675e40ad6ff9939c464543212f9062ca942ba0624e4eb9	STALE: B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WIDGET.cpp	166	172	widget::Dim	(void)	cpp		0x004d4540	unread	02f00ba0308a46bb98b969c66aecd53d79f93036e667c59fbc2a74a03cfcac40	STALE: B01: 7 bodies; H02; flag/update sequencing; R01
src/BASE/WINDOW.cpp	44	55	heroWindow::heroWindow	(void)	cpp		0x004ba5c0	read	5d1cdea54feee529ec8d1087b2b7f932b8e394f7507593ebffb0d7877c0f33f6	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	58	72	heroWindow::heroWindow	(i32 x,i32 y,i32 w,i32 h,WindowFlag flags)	cpp		0x004ba660	read	2ec2eb2aa7f0c9262aac98098d47ed4cf879532044c25369319374dfdb986f75	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	75	175	heroWindow::heroWindow	(i32 x,i32 y,char * resourceName)	cpp		0x004ba700	read	622c1cb2fa18ebc902baf1adf0eadc1766712cd4c9225307717b2cdac38b8acd	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	178	187	heroWindow::Open	(i32 x,i32 flags)	cpp		0x004bae20	read	3bdf0f35c6be51725396de9ce3be26ec6d965bbc5041e42855c9fa42f6e68ec8	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	190	202	heroWindow::RemoveAndDeleteWidget	(i32 id)	cpp		0x004bae90	read	5155349f0f14de4b9d544aacc9d79aa0257cd2ddbcadf35847417469b8d65733	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	205	220	heroWindow::Close	(void)	cpp		0x004baf20	read	cf781e6e0943b7fe1cdea5818212e62646bde4d43121f79ef0bd8e3d2bf82d56	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	223	253	heroWindow::AddWidget	(class widget * newWidget,i32 zOrder)	cpp		0x004bafc0	read	306fba8ac6573d764b1ee938a60d7fa2952f5e348e992d5e66b97c482b84f68b	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	256	281	heroWindow::RemoveWidget	(class widget * w)	cpp		0x004bb0d0	read	f2d7f5dc2f7f7129f51b2fe38d3a21fa293505cfac2ee60c688df64813d8b9ed	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	284	298	heroWindow::BroadcastMessage	(struct tag_message & message)	cpp		0x004bb1c0	read	10ba20eebf349d25fe64a497e1dd1471065c9969b96bc7b830027c2063b4d664	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	301	303	heroWindow::DrawWindow	(void)	cpp		0x004bb220	read	be8628ce6bf4c3e894ca834dfacacb3a088da4aa1b5bbc1857f1f23bf370e074	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	306	308	heroWindow::DrawWindow	(i32 flags)	cpp		0x004bb240	read	b771b64392749cf47a16a8b91df26c54f3aa84fb8f7059c1cf66d831e50c7e77	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	311	334	heroWindow::DrawWindow	(i32 update,i32 firstId,i32 lastId)	cpp		0x004bb270	read	654a838b5adce934374a99feaf479b20b4879aae2f723bb97111f8aba0c043de	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	337	343	heroWindow::SaveBackground	(void)	cpp		0x004bb360	read	13c2623c677f8484b824274d0958e9aa9361e9814e19cf2abecd1b0206299892	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	346	353	heroWindow::RestoreBackground	(void)	cpp		0x004bb410	read	02db46f1e5a258dd41b254daa0d795ce54cd0ad570cadbbe0282dff8b0acc43a	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINDOW.cpp	356	383	heroWindow::MoveWindow	(i32 dx,i32 dy)	cpp		0x004bb4a0	read	4546f8c10314f30ced987aae444bf6dce507397e4619b8db56964c90f7a2137e	B02: 15 bodies; serialized widget dispatch, window list/draw/save/move; R04
src/BASE/WINMGR.cpp	71	74	FadeSavedUpdate	(void)	cpp	inline,static		read	0946e630c8e5983f4bc489d6affee208524ea2c9494a9e53440a734ded6e8cf5	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	96	253	CycleColors	(i32 forceUpdate)	cpp		0x004b6b80	read	15cb45328581ccc3badf7c4ced2736705cd763fe1d0aa87f2ef6f1e3f075d054	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	267	280	heroWindowManager::heroWindowManager	(void)	cpp		0x004b6f80	read	567749c61da8a39a3cc1edc431b212a95461d60877bfb4cbac9b8e0e857961a1	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	283	304	heroWindowManager::Open	(i32 managerOrder)	cpp		0x004b7020	read	a569208d9e23f0ca1acc3eafbfe5e4a7ea64a9bfa64287bd2c572f2968e96270	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	307	321	heroWindowManager::Close	(void)	cpp		0x004b7150	read	a388a65dd43c98461597d6905f5883f71a359fc1d7c9d71fe42088406b8cab7d	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	324	338	heroWindowManager::Main	(struct tag_message & msg)	cpp		0x004b71f0	read	b6cce09ee083bef52f20d824182ccc15eb5eb206a52190e858f689b236b9bb18	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	341	343	heroWindowManager::ConvertToHover	(struct tag_message & msg)	cpp		0x004b7250	read	02bcffa8e66a7866fa3e0ca30b0dfa2e6a270cb80455997bca059f07cf19958e	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	347	354	heroWindowManager::BroadcastMessage	(MessageType type,BaseWidgetCommand p2,i32 p3,i32 p4)	cpp		0x004b7270	read	2ca0e001fc404bac517140c1e7d1ed40465e8fdbfe78b373b9d008982a28ec57	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	357	392	heroWindowManager::AddWindow	(class heroWindow * w,i32 zOrder,i32 openFlags)	cpp		0x004b72b0	read	6f7751abb791fc20c8d039f3ef226d015c39307d157f96f86f8a78d6ea1a5e24	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	395	423	heroWindowManager::RemoveWindow	(class heroWindow * w)	cpp		0x004b7400	read	00a1a77857f5a3865dfe12e00d14038cf738e4d9f73d89236ae863849544c218	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	426	475	heroWindowManager::DoDialog	(class heroWindow * window,MessageDispatchHandler handler,i32 fade)	cpp		0x004b74f0	read	07d873c1da93a6e7cc6a9b2f40a87e16c567c0c090aa1a0a2f85b6a861cccff6	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	482	486	heroWindowManager::UpdateScreen	(void)	cpp		0x004b7690	read	610f30044569ddb6972e734f17a0ec339e2c97e179c448f6d6b8cc68f5a3a5a6	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	489	495	heroWindowManager::UpdateScreenRegion	(i32 x,i32 y,i32 w,i32 h)	cpp		0x004b76b0	read	d43b2068433a4db6571e2cd086e59ba59f13ee46677cf9b8e3bb9e7daac63fa8	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	498	504	heroWindowManager::RedrawScreen	(void)	cpp		0x004b7710	read	9c26b05833d82ca9acc29c42a38228a45318cc41a34978098de2e02b8ccef5c2	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	507	527	heroWindowManager::FadeScreen	(WindowFadeMode direction,i32 steps,class palette * pal)	cpp		0x004b7740	read	aec50a79b5ae370e001d733a9e9865b24b20ac91183a104b6bc55cff35face6a	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	530	542	heroWindowManager::ScreenShot	(void)	cpp		0x004b77d0	read	a7af87a60d365d5f3f7cb2cb56d7295cdccd5022b3b1c3ca35a64c69c7382398	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	545	567	heroWindowManager::SaveFizzleSource	(i32 x,i32 y,i32 width,i32 height)	cpp		0x004b7840	read	d2bc93b1f917a1f06467f1380830feb7d57c2516fc82e477fb61a8528d35aa38	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	570	570	CreateFizzleTables	(void)	cpp		0x004b79a0	read	abc9472b621f7b02e67bc745cc2929231fc6d35f6f793a21bc660d719a2a98ff	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	573	663	heroWindowManager::FizzleForward	(i32 x,i32 y,i32 width,i32 height,i32 delay,i8 * startPalette,i8 * endPalette)	cpp		0x004b79b0	read	ca1fb93f72b5188b4f8b00f8e10d2f0e86cd3acd7dd1a1943278c271030d4b53	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	666	670	heroWindowManager::ReleaseFizzleSource	(void)	cpp		0x004b7e20	read	6cfc8d8f61efa8e90b5c66b0e5a39641a33b213a849f5f40b166a4995be08d4e	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	673	673	CreateColorTables	(void)	cpp		0x004b7e70	read	203869cf99bfeea8da1377d87cc7e1f5f906db73cfb0c7e38726d1ba34354e9e	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/WINMGR.cpp	676	676	CreateColorLookupTables	(void)	cpp		0x004b7e80	read	c924a72da2c94cc25e52fba2610498ba2f13ee731b402bd804836a733ce7c59b	B03: 22 bodies; window dispatch, focus, draw/fade/fizzle/cycles; H09/H10; R04/R05/R07
src/BASE/bmap2.cpp	22	28	FillBitmapArea	(class bitmap * bmp,i32 x,i32 y,i32 w,i32 h,i32 color)	cpp		0x004c6450	read	afc39853bf89933d3ae92de6f3c6b5547ee26200cb0817160f1042f25df5aa1e	B04: 4 bodies; fill/blit/dim loops, pitch and palette contracts; H10; R06
src/BASE/bmap2.cpp	31	59	FillBitmapAreaClip	(class bitmap * bmp,i32 x,i32 y,i32 w,i32 h,i32 color,i32 clipx,i32 clipy,i32 clipw,i32 cliph)	cpp		0x004c64e0	read	242e6f4e5ed9897289a24ffa87798db5d4d066e330da983cb63d2c296e1c9964	B04: 4 bodies; fill/blit/dim loops, pitch and palette contracts; H10; R06
src/BASE/bmap2.cpp	62	79	BlitBitmap	(class bitmap * src,i32 sx,i32 sy,i32 w,i32 h,class bitmap * dst,i32 dx,i32 dy)	cpp		0x004c65d0	read	b0c37ea11f1857bfa688f5735f23f8d9ad471017c2fd6ad7127ec0ecdaf7d975	B04: 4 bodies; fill/blit/dim loops, pitch and palette contracts; H10; R06
src/BASE/bmap2.cpp	82	92	DimBitmapArea	(class bitmap * bmp,i32 x,i32 y,i32 w,i32 h,i32 level)	cpp		0x004c6690	read	826286c5c732fde7adda3678f6986d1ccb6ad5c5ca50e376d6c98b47d47914b5	B04: 4 bodies; fill/blit/dim loops, pitch and palette contracts; H10; R06
src/BASE/droplist.cpp	55	60	dropListWidget::dropListWidget	(void)	cpp		0x004cfdb0	unread	43121e1dc1b9516ffbd5467da0e99091d5ffd7631796cbcaac17f23b50cc73e5	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	63	71	dropListWidget::~dropListWidget	()	cpp		0x004cfe40	unread	0189e4ed962dc2c8c2073e427c6f4397d186710b73169fc094b5ddb26770be62	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	74	126	dropListWidget::Read	(void)	cpp		0x004cff40	unread	569b59d9c9b5026c4567b1c17bdf39dfc762c93f624bf499d48f585154a0ffc7	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	129	152	dropListWidget::DeleteItem	(i32 index)	cpp		0x004d0240	unread	b6f5e5e801760b4c1b3be77064b62278e91f0f79db9d2bdbaacc02f02a32606e	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	155	246	dropListWidget::Main	(tag_message & message)	cpp		0x004d0380	unread	dec0514606a28d57fa4005fbef51c40f6c866f731b734fcd57ebc839ec865b9c	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	249	274	dropListWidget::Draw	(void)	cpp		0x004d07b0	unread	305c8a2ae812d4f84ab14558f78b49d33569f43496054f6a622e9b9177de6d2f	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	277	359	dropListWidget::DrawDropStuff	(void)	cpp		0x004d08d0	unread	e36c1833456c990b42386bf8085501dfb8c21e66251c9e1690c1bd45fce9934a	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	362	366	dropListWidget::SaveDropBackground	(void)	cpp		0x004d0e60	unread	c797193c4c268f628583ecc73000ff4d61a7f60e318d0d39927efd362f2ed703	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
src/BASE/droplist.cpp	369	379	dropListWidget::RestoreDropBackground	(void)	cpp		0x004d0f10	unread	a0af70b94eb89a1dffcff1c1698d74e4a579266072a6fec8243a9a29a127bc0f	STALE: B02: 10 bodies; H01-H08; popup lifecycle/keyboard/first-release differences; R03
